,ecg_id,r_peaks
1310,1311,[108 194 275 355 445 541 630 714 799 882]
1311,1312,[ 53 167 264 377 501 603 703 817 930]
1312,1313,[101 173 246 316 391 467 546 624 697 770 848 919]
1313,1314,[120 235 343 444 557 665 771 870]
1314,1315,[ 59 153 236 320 400 477 550 632 710 792 876]
1315,1316,[ 35 119 199 280 360 439 517 597 678 755 834 917]
1316,1317,[ 33 100 168 236 304 371 440 508 575 640 710 777 844 910]
1317,1318,[ 38 121 196 275 371 473 569 669 770 862]
1318,1319,[ 60 140 221 297 379 458 532 607 686 771 846 924]
1319,1320,[ 93 191 293 387 484 581 678 777 881]
1320,1321,[115 170 242 353 473 528 601 710 829 884]
1321,1322,[ 43 126 212 295 378 462 545 629 712 795 880]
1322,1323,[110 197 286 373 457 544 627 713 793 877]
1323,1324,[ 34 102 169 236 304 371 439 506 574 642 710 777 845 913]
1324,1325,[ 46 115 172 254 321 391 461 513 600 670 736 809 878 948]
1325,1326,[ 40 132 225 317 409 501 593 685 776 868]
1326,1327,[ 71 139 209 278 348 418 488 558 628 699 769 840 910]
1327,1328,[ 70 132 196 258 321 385 448 510 573 634 696 757 818 880 942]
1328,1329,[ 41  98 158 215 270 330 385 445 501 559 618 676 735 794 853 914]
1329,1330,[102 182 261 340 419 497 575 651 728 806 883]
1330,1331,[111 194 277 359 442 525 607 687 764 848 929]
1331,1332,[ 62 145 226 311 396 476 562 645 726 811 894]
1332,1333,[ 51 140 230 319 407 496 587 678 766 855 947]
1333,1334,[ 37 128 247 364 473 590 711 821 912]
1334,1335,[ 38 115 192 271 349 428 506 585 665 744 824 903]
1335,1336,[101 188 276 365 450 537 624 710 795 882]
1336,1337,[136 246 360 475 587 702 817 924]
1337,1338,[ 77 153 230 306 383 461 538 615 691 767 843 919]
1338,1339,[ 57 143 188 312 405 494 583 672 760 826 938]
1339,1340,[112 199 286 379 475 573 663 754 852]
1340,1341,[ 75 171 266 359 455 551 647 745 843 937]
1341,1342,[ 36 118 197 277 358 439 520 601 683 766 848 930]
1342,1343,[ 96 175 255 333 409 482 554 628 709 791 874]
1343,1344,[ 43 126 210 303 392 485 572 660 750 843 932]
1344,1345,[121 234 359 471 583 709 819 947]
1345,1346,[110 203 303 404 500 600 703 808 912]
1346,1347,[112 224 362 481 595 701 807 917]
1347,1348,[ 44 135 229 322 413 499 590 687 777 869]
1348,1349,[ 83 152 223 300 382 468 553 634 712 788 861 932]
1349,1350,[ 88 185 264 343 466 578 680 790 900]
1350,1351,[ 93 202 314 426 536 645 756 868]
1351,1352,[ 64 142 222 306 386 467 545 621 695 771 848 928]
1352,1353,[ 86 185 285 387 489 590 689 791 893]
1353,1354,[131 234 333 433 540 644 742 835 935]
1354,1355,[106 191 276 362 447 531 612 697 784 867]
1355,1356,[ 54 142 230 321 411 503 594 681 769 859]
1356,1357,[ 66 153 241 330 418 505 592 679 766 853 939]
1357,1358,[ 87 168 253 335 419 502 587 673 759 846 931]
1358,1359,[ 39 146 252 368 487 605 721 837]
1359,1360,[ 38 123 200 277 355 428 503 582 657 730 806 880]
1360,1361,[ 79 167 256 346 435 523 615 705 792 879]
1361,1362,[ 83 175 267 358 442 528 574 694 743 858 938]
1362,1363,[108 185 262 339 418 497 575 655 732 811 891]
1363,1364,[ 34 142 249 356 463 574 681 787 889]
1364,1365,[ 98 186 284 380 472 568 665 753 839 927]
1365,1366,[ 86 153 223 291 360 433 506 574 644 719 779 868 934]
1366,1367,[ 44 134 223 312 403 497 591 692 800 900]
1367,1368,[ 36  98 160 222 284 347 410 473 535 598 660 722 785 849 914]
1368,1369,[ 35 109 184 258 332 407 482 557 632 707 782 857 931]
1369,1370,[118 210 297 388 477 565 656 746 835 928]
1370,1371,[ 57 100 151 201 259 310 354 412 463 514 558 615 666 710 768 812 870 914]
1371,1372,[ 42 111 181 251 321 390 460 530 600 668 738 807 878 947]
1372,1373,[ 71 179 286 397 501 611 720 827 934]
1373,1374,[ 56 125 196 263 332 401 471 543 613 683 753 821 893]
1374,1375,[ 50 105 163 220 280 335 392 452 510 565 625 680 738 798 856 911]
1375,1376,[ 79 178 276 374 470 564 660 757 855 949]
1376,1377,[101 199 294 389 487 587 684 783 884]
1377,1378,[ 96 183 270 357 444 531 617 703 790 875]
1378,1379,[130 232 343 459 577 697 816 931]
1379,1380,[ 75 133 190 247 304 359 419 477 535 593 651 707 768 806 874 936]
1380,1381,[ 38 118 247 330 456 537 663 744 870]
1381,1382,[107 192 278 366 448 535 617 695 776 857 943]
1382,1383,[ 99 196 291 385 479 569 662 754 860]
1383,1384,[ 52 151 252 352 451 552 653 752 853]
1384,1385,[ 78 177 276 376 478 581 683 786 892]
1385,1386,[104 198 291 382 477 572 671 764 859 949]
1386,1387,[ 78 197 316 434 551 668 779 892]
1387,1388,[ 44 124 205 286 369 453 536 616 698 779 859 938]
1388,1389,[ 44 111 177 244 311 378 444 511 574 643 709 775 840 905]
1389,1390,[ 96 203 311 418 524 632 739 843]
1390,1391,[ 95 169 245 321 397 474 551 628 705 782 858 935]
1391,1392,[ 55 163 194 270 376 454 591 697 807 916]
1392,1393,[ 71 177 282 390 501 614 726 839]
1393,1394,[ 34 104 173 244 314 383 453 522 595 666 736 808 877 949]
1394,1395,[ 38 148 257 358 478 596 711 819 918]
1395,1396,[ 51 138 227 314 399 484 569 654 738 825 912]
1396,1397,[123 220 317 415 511 605 701 797 891]
1397,1398,[ 67 142 217 290 363 435 507 581 654 727 800 874 947]
1398,1399,[ 35 120 205 291 376 461 546 632 717 802 887]
1399,1400,[ 32 103 175 244 316 389 459 529 604 674 741 815 885]
1400,1401,[135 264 390 516 640 765 894]
1401,1402,[ 46 119 193 265 337 407 477 547 617 687 757 826 896]
1402,1403,[ 63 186 305 424 543 659 776 891]
1403,1404,[ 67 130 193 260 355 412 472 547 609 703 761 823 905]
1404,1405,[ 77 156 234 314 390 468 547 626 707 783 852 940]
1405,1406,[ 58 131 203 275 347 420 492 564 635 708 780 851 922]
1406,1407,[ 37 111 187 262 336 410 484 558 630 704 777 848 919]
1407,1408,[ 65 157 245 334 420 506 595 681 767 857 944]
1408,1409,[ 98 192 285 380 477 571 664 761 862]
1409,1410,[ 60 142 237 330 422 509 597 678 759 845 927]
1410,1411,[ 90 200 311 423 534 643 693 855]
1411,1412,[ 75 133 191 249 307 364 422 480 538 596 653 711 768 826 884 941]
1412,1413,[ 47 141 232 282 389 493 588 684 779 874]
1413,1414,[ 97 179 262 344 427 507 586 666 748 831 913]
1414,1415,[ 80 172 262 350 434 523 611 704 789 878]
1415,1416,[ 58 125 186 265 333 401 473 546 620 695 755 852 912]
1416,1417,[ 50 142 231 326 419 512 609 708 804 892]
1417,1418,[ 66 161 262 355 447 546 645 744 837 934]
1418,1419,[105 182 258 335 409 481 554 600 706 806 849]
1419,1420,[ 48 126 204 286 361 435 506 579 655 730 807 883]
1420,1421,[ 63 147 234 324 414 509 596 690 776 869]
1421,1422,[ 73 157 242 328 415 501 586 675 762 846 933]
1422,1423,[101 221 341 459 580 698 817 938]
1423,1424,[116 212 308 405 498 593 689 785 877]
1424,1425,[ 86 192 294 399 507 613 716 824 929]
1425,1426,[ 89 136 235 300 348 448 518 588 635 734 805 880]
1426,1427,[ 74 145 216 286 356 427 498 569 638 708 780 852 923]
1427,1428,[ 87 190 288 386 483 580 677 768 860]
1428,1429,[113 204 293 382 471 561 650 740 830 920]
1429,1430,[101 184 264 353 437 526 609 713 831 917]
1430,1431,[ 63 129 199 262 329 391 460 527 591 655 722 793 860 929]
1431,1432,[ 66 176 290 402 514 625 738 851]
1432,1433,[113 249 384 517 651 778 907]
1433,1434,[ 70 151 236 318 400 486 568 653 735 820 904]
1434,1435,[104 212 321 430 539 648 757 866]
1435,1436,[101 180 259 339 418 498 578 657 734 814 893]
1436,1437,[ 61 151 241 331 419 507 595 683 771 859 947]
1437,1438,[ 32 117 202 285 370 455 538 623 709 794 875]
1438,1439,[ 83 155 231 294 365 429 494 557 619 685 750 810 872]
1439,1440,[ 54 145 235 326 418 511 601 693 785 877]
1440,1441,[110 217 322 425 529 635 739 843 949]
1441,1442,[105 188 270 352 433 516 599 682 765 848 929]
1442,1443,[ 46 102 149 187 227 304 361 400 442 484 528 572 642 709 770 829 872 942]
1443,1444,[ 56 141 222 303 388 472 552 637 725 812 897]
1444,1445,[109 200 289 380 472 567 662 757 850 941]
1445,1446,[ 88 196 301 409 516 622 727 830 931]
1446,1447,[ 95 191 287 366 460 547 634 720 791 862 941]
1447,1448,[104 199 295 391 488 585 682 779 876]
1448,1449,[ 94 194 292 388 488 586 683 781 878]
1449,1450,[ 85 148 211 273 335 397 459 522 585 648 711 773 836 898]
1450,1451,[ 60 132 200 273 345 414 487 558 630 698 765 835 908]
1451,1452,[ 88 155 229 300 372 443 514 584 657 725 800 868 941]
1452,1453,[ 96 217 339 456 573 692 810 925]
1453,1454,[ 70 182 296 410 524 639 750 861]
1454,1455,[ 83 193 303 416 527 639 752 865]
1455,1456,"[ 66 108 140 197 239 278 330 375 416 457 503 549 594 656 699 742 781 821
 880 923]"
1456,1457,[114 203 291 381 471 561 651 741 832 883]
1457,1458,[ 50 134 224 331 411 493 604 704 786 879]
1458,1459,[ 65 133 206 283 357 434 511 591 666 741 817 890]
1459,1460,[ 95 159 223 285 352 415 479 545 610 675 739 802 869 930]
1460,1461,[ 57 139 242 342 442 541 622 726 825 925]
1461,1462,[ 90 202 311 429 557 680 797 907]
1462,1463,[ 71 141 203 247 332 404 475 546 618 688 758 805 891]
1463,1464,[ 60 140 221 301 381 464 542 625 703 784 865 946]
1464,1465,[ 39 109 179 249 319 389 458 528 598 669 740 811 881]
1465,1466,[ 74 132 189 245 299 355 418 472 529 587 642 698 752 807 861 914]
1466,1467,[ 67 145 223 300 378 456 534 612 690 769 846 925]
1467,1468,[ 39 118 193 271 350 429 505 583 665 745 823 900]
1468,1469,[ 55 141 230 315 403 491 575 664 752 836 921]
1469,1470,[ 38 114 185 255 323 392 464 544 625 704 786 868]
1470,1471,[ 60 128 194 260 320 383 446 508 571 633 696 758 836 897]
1471,1472,[ 92 188 284 382 482 529 663 757 852 943]
1472,1473,[ 49 112 173 236 298 359 421 483 551 606 668 730 792 854 916]
1473,1474,[ 46 119 191 267 340 411 483 555 629 706 779 851 931]
1474,1475,[ 94 197 290 391 499 594 694 794 886]
1475,1476,[ 52 119 186 252 318 385 452 521 588 655 722 789 856 923]
1476,1477,[ 48 136 224 312 399 486 573 660 748 834 921]
1477,1478,[ 95 186 279 373 466 558 649 738 827 918]
1478,1479,[105 200 298 394 494 591 684 777 874]
1479,1480,[ 60 144 226 307 389 472 554 634 714 796 878]
1480,1481,[ 74 153 229 307 387 464 545 622 698 774 856 937]
1481,1482,[ 45 120 195 271 347 422 496 572 647 722 797 871 944]
1482,1483,[ 47 202 259 403 523 641 727 879 936]
1483,1484,[ 97 187 329 461 568 672 786 887]
1484,1485,[ 83 170 252 317 430 512 593 677 763 848 931]
1485,1486,[108 160 243 290 373 443 490 545 622 670 726 785 843 913]
1486,1487,[ 56 139 225 315 405 495 583 663 744 829 922]
1487,1488,[ 38 134 233 334 434 534 633 729 825 925]
1488,1489,[ 47 123 204 289 372 454 536 617 697 776 853 930]
1489,1490,[ 76 138 199 259 321 383 445 507 568 617 690 752 815 877 938]
1490,1491,[ 35 120 203 287 372 458 543 626 712 798 884]
1491,1492,[ 45 137 230 323 408 507 599 693 785 880]
1492,1493,[ 78 157 231 307 378 449 520 592 667 739 808 876]
1493,1494,[150 271 391 504 619 732 844]
1494,1495,[ 71 142 210 282 349 419 492 562 631 701 770 837 905]
1495,1496,[ 84 163 243 324 399 479 557 633 712 792 870 947]
1496,1497,[ 60 132 210 283 363 435 512 584 665 743 818 890]
1497,1498,[ 58 160 264 367 467 567 663 758 853]
1498,1499,[ 99 178 261 338 417 495 575 657 736 812 889]
1499,1500,[ 92 131 214 259 315 396 448 505 562 635 745 814 864]
1500,1501,[ 69 152 235 317 399 480 565 651 741 834 924]
1501,1502,[108 174 262 343 410 475 547 614 695 773 862]
1502,1503,[ 54 127 198 265 329 394 461 534 606 668 734 799 874 948]
1503,1504,[102 201 301 400 497 595 688 785 882]
1504,1505,[ 60 171 285 400 514 626 740 853]
1505,1506,[ 89 187 283 382 485 588 691 791 889]
1506,1507,[ 89 194 301 408 511 614 724 835 941]
1507,1508,[ 62  98 142 209 252 312 362 413 463 499 561 613 659 715 765 816 866 903]
1508,1509,[ 94 174 252 336 415 499 580 661 739 822 901]
1509,1510,[ 54 122 190 259 328 395 465 534 603 671 739 804 866 926]
1510,1511,[ 78 185 289 396 510 620 732 845]
1511,1512,[ 99 197 294 389 484 578 664 749 841]
1512,1513,[ 75 146 218 290 362 433 509 580 650 718 790 860 931]
1513,1514,[ 53 139 229 317 402 491 573 661 746 832 925]
1514,1515,[ 60 122 184 246 307 369 431 493 555 617 679 740 802 864 926]
1515,1516,[ 87 148 207 266 325 384 442 502 564 626 688 750 811 872 930]
1516,1517,[ 97 225 348 480 601 741 892]
1517,1518,[ 93 186 282 376 471 565 662 754 851 945]
1518,1519,[ 62 133 204 275 346 418 490 561 632 704 777 849 920]
1519,1520,[ 50 106 162 218 274 330 387 443 500 556 612 668 724 781 837 893 949]
1520,1521,[ 84 156 231 304 376 451 528 602 677 750 825 901]
1521,1522,[ 95 209 321 434 544 656 766 875]
1522,1523,[ 94 226 372 506 643 776 911]
1523,1524,[ 82 147 206 292 348 419 501 571 632 721 780 845 915]
1524,1525,[ 32 110 188 267 345 423 502 580 657 734 812 883]
1525,1526,[115 216 314 414 513 612 713 808 904]
1526,1527,[ 98 187 291 390 491 587 678 768 859]
1527,1528,[ 46 101 157 212 267 322 377 432 488 543 598 654 709 764 819 875 930]
1528,1529,[ 98 181 266 351 436 520 607 696 783 871]
1529,1530,[ 83 168 252 336 422 507 592 676 760 844 928]
1530,1531,[ 98 180 260 341 423 504 586 666 714 747 790 829 910]
1531,1532,[100 209 317 424 532 641 750 856]
1532,1533,[ 84 157 228 302 377 450 522 597 671 744 815 888]
1533,1534,[ 64 155 241 324 412 502 591 674 761 847 931]
1534,1535,[106 191 277 364 446 526 606 690 770 853 935]
1535,1536,[ 73 157 236 311 383 457 531 609 687 766 842 915]
1536,1537,[ 62 167 284 388 502 575 660 769 893]
1537,1538,[102 201 304 405 504 608 710 812 912]
1538,1539,[ 55 155 256 356 454 552 650 745 841 938]
1539,1540,[152 273 401 526 646 773 900]
1540,1541,[ 92 165 238 310 382 455 529 602 675 749 823 898]
1541,1542,[ 96 218 340 461 581 704 823 940]
1542,1543,[ 63 173 299 441 565 686 800 918]
1543,1544,[ 81 153 226 296 370 443 512 587 659 728 801 877 949]
1544,1545,[ 39 125 211 296 381 467 551 636 721 806 890]
1545,1546,[ 87 153 221 287 353 419 485 551 617 681 749 816 883 949]
1546,1547,[ 78 174 269 365 459 554 647 725 801 879]
1547,1548,[ 52 127 202 276 351 426 501 576 651 726 801 876]
1548,1549,[ 49 130 209 290 371 454 535 616 697 777 859 939]
1549,1550,[ 50 126 201 277 352 427 502 577 652 727 802 876]
1550,1551,[ 35  88 141 195 248 301 354 407 461 514 568 621 674 727 780 833 887 940]
1551,1552,[111 173 261 317 412 460 567 638 710 783 855 928]
1552,1553,[ 58 136 214 292 368 451 528 610 686 768 848 926]
1553,1554,[ 42 108 175 242 308 374 441 507 574 641 708 775 842 909]
1554,1555,[ 93 197 315 433 546 652 759 868]
1555,1556,"[ 51 101 150 199 248 298 347 396 445 494 543 592 642 691 740 789 839 888
 937]"
1556,1557,[ 44 100 156 210 268 324 381 438 495 553 610 668 725 782 838 894 949]
1557,1558,[ 77 172 261 346 436 527 616 706 801 888]
1558,1559,[ 54 120 188 257 328 399 468 537 603 672 740 809 876 943]
1559,1560,[ 99 206 310 415 506 595 704 813 917]
1560,1561,[ 78 166 255 347 437 533 625 720 812 903]
1561,1562,[ 39 157 275 393 511 630 747 864]
1562,1563,[105 182 259 335 412 487 565 642 719 797 875]
1563,1564,[115 230 316 451 578 696 805 918]
1564,1565,[105 178 250 322 396 468 547 619 694 769 841 915]
1565,1566,[ 64 134 202 272 342 411 480 550 621 692 762 831 902]
1566,1567,[116 237 357 466 585 702 807 924]
1567,1568,[121 217 312 412 509 603 700 795 894]
1568,1569,[ 53 120 185 249 315 381 446 513 578 644 711 775 841 907]
1569,1570,[ 84 161 239 315 392 470 548 625 701 779 858 936]
1570,1571,[ 40 122 206 289 373 457 541 626 709 791 880]
1571,1572,[ 58 142 224 308 391 474 556 637 718 799 881]
1572,1573,[ 64 145 234 317 398 482 564 645 731 816 897]
1573,1574,[ 34 105 177 247 317 389 461 531 602 673 744 813 883]
1574,1575,[ 91 155 219 283 348 387 476 541 605 669 733 796 860 923]
1575,1576,[ 83 157 234 308 383 459 534 608 685 760 834 911]
1576,1577,[ 53 119 186 253 320 387 454 521 588 655 722 789 856 923]
1577,1578,[123 236 344 457 573 689 802 919]
1578,1579,[ 93 173 255 336 419 497 579 659 744 823 906]
1579,1580,[ 75 155 235 314 392 469 546 624 702 780 858 933]
1580,1581,[ 36 158 276 394 518 636 755 876]
1581,1582,[ 31 102 177 252 327 400 474 544 616 690 766 842 917]
1582,1583,[131 247 365 481 594 701 806 914]
1583,1584,[ 53 147 236 324 412 500 591 682 770 857 946]
1584,1585,[ 71 139 208 278 348 418 487 554 623 695 765 833 901]
1585,1586,[ 77 153 290 367 452 532 603 682 790 883]
1586,1587,[ 93 185 277 369 460 551 645 741 837 930]
1587,1588,[ 61 129 197 264 332 400 467 535 603 671 739 808 877 946]
1588,1589,[104 198 293 392 491 588 686 785 883]
1589,1590,[105 217 324 437 552 663 751 864]
1590,1591,[ 55 139 223 307 390 473 556 638 720 803 886]
1591,1592,[ 57 147 237 327 416 506 596 686 775 864]
1592,1593,[108 195 285 377 461 548 636 723 810 894]
1593,1594,[121 211 301 393 485 577 669 762 854 945]
1594,1595,[ 32 108 187 261 338 414 491 566 644 720 795 872]
1595,1596,[ 67 205 379 530 661 776 894]
1596,1597,[ 38 111 186 261 336 413 490 568 646 726 805 886]
1597,1598,[ 79 179 280 378 474 572 672 771 868]
1598,1599,[120 225 335 433 539 643 743 847]
1599,1600,[ 54 119 186 253 318 384 449 515 580 645 712 778 841 907]
1600,1601,[ 54 138 223 308 396 485 569 650 736 824 910]
1601,1602,[ 37 125 214 303 391 477 563 649 737 824 913]
1602,1603,[ 53 138 225 314 401 485 569 653 741 828 913]
1603,1604,[ 87 172 256 339 423 504 586 670 755 844 931]
1604,1605,[101 184 273 347 420 494 562 642 744 832 918]
1605,1606,[ 32 120 207 293 379 465 553 643 734 826 916]
1606,1607,[109 200 280 362 443 525 610 697 781 868]
1607,1608,[ 78 145 212 277 347 412 480 548 616 687 753 824 892]
1608,1609,[ 79 152 224 299 374 449 524 599 675 752 828 904]
1609,1610,[ 80 153 227 298 370 442 512 585 658 729 804 877]
1610,1611,"[ 53 100 150 199 247 296 345 393 440 490 537 587 636 684 733 780 830 877
 927]"
1611,1612,[ 52 146 239 335 428 519 605 683 758 835 916]
1612,1613,[ 45 141 232 318 411 503 599 692 783 871]
1613,1614,[ 41 147 252 365 474 582 694 805 912]
1614,1615,[117 211 305 396 486 578 672 765 858 949]
1615,1616,[ 80 154 230 305 379 454 529 605 679 755 833 910]
1616,1617,[ 52 145 237 333 432 532 632 735 836 935]
1617,1618,[ 55 132 218 298 376 451 530 610 693 778 857 933]
1618,1619,[ 83 166 252 339 427 513 601 691 783 874]
1619,1620,[ 64 140 217 292 362 441 516 592 663 741 816 891]
1620,1621,[ 75 153 231 307 386 463 542 623 698 774 853 927]
1621,1622,[ 43 160 278 402 527 649 765 872]
1622,1623,[102 200 297 393 489 583 674 761 852 941]
1623,1624,[ 35 152 205 295 370 448 529 633 682 776 828 878]
1624,1625,[ 76 141 207 241 274 340 412 472 538 611 677 737 804 870 936]
1625,1626,[ 69 158 242 324 408 490 573 653 734 817 907]
1626,1627,[ 51 162 263 347 435 514 600 673 781 863 929]
1627,1628,[ 87 147 205 266 322 378 434 491 550 609 667 724 779 834 890 946]
1628,1629,[ 80 162 249 339 427 517 611 702 795 879]
1629,1630,[ 69 143 218 295 375 457 537 614 693 774 857 938]
1630,1631,[ 75 167 265 363 458 554 650 742 833 929]
1631,1632,[116 209 308 408 503 603 703 803 899]
1632,1633,[ 62 128 177 252 314 376 438 499 562 624 686 748 810 873 935]
1633,1634,[ 46 140 240 333 423 514 606 699 794 888]
1634,1635,[ 36  94 152 210 268 325 380 437 496 555 615 673 729 787 846 906 942]
1635,1636,[ 97 179 261 344 425 507 591 671 754 837 919]
1636,1637,[ 73 156 239 321 403 485 566 647 728 809 890]
1637,1638,[103 180 262 337 407 472 540 614 690 775 862 943]
1638,1639,[ 81 202 320 436 546 651 753 874]
1639,1640,[120 216 318 366 426 530 634 746 854]
1640,1641,[106 192 277 363 449 535 620 706 792 878]
1641,1642,[ 39 113 187 262 340 418 496 573 649 726 802 878]
1642,1643,[ 51 149 242 335 425 516 602 690 768 847 943]
1643,1644,[ 92 172 251 332 410 491 570 649 731 810 892]
1644,1645,[ 31 140 249 361 473 586 699 811 922]
1645,1646,[ 32  96 178 244 302 366 446 508 572 622 681 755 828 893]
1646,1647,[ 74 150 210 269 328 387 446 503 563 623 685 742 801 862 920]
1647,1648,[ 38 116 196 275 352 431 508 586 664 741 820 898]
1648,1649,[115 214 312 409 505 602 698 792 888]
1649,1650,[ 46 119 193 268 341 416 489 561 633 706 778 852 926]
1650,1651,[ 66 139 224 308 392 476 557 639 719 802 885]
1651,1652,[129 235 344 454 561 664 768 873]
1652,1653,[ 77 161 246 334 423 511 598 683 767 852 937]
1653,1654,[101 210 324 440 555 670 782 892]
1654,1655,[ 69 159 249 342 437 531 624 718 811 903]
1655,1656,[ 66 137 209 282 355 429 500 570 642 716 791 865 937]
1656,1657,[ 46 114 182 250 319 387 454 520 586 653 721 787 853 919]
1657,1658,[116 244 364 490 622 744 864]
1658,1659,[ 32 107 143 255 364 475 586 696 811 924]
1659,1660,[ 90 180 272 363 455 547 638 727 823 916]
1660,1661,[ 82 142 202 263 322 381 439 497 559 623 689 756 820 883]
1661,1662,[ 52 121 205 312 409 498 592 683 772 863]
1662,1663,[ 63 154 240 323 409 498 588 672 755 841 931]
1663,1664,[ 85 177 272 367 462 557 656 756 856]
1664,1665,[ 53 131 210 289 366 446 523 599 676 753 835 913]
1665,1666,[ 87 184 279 367 455 546 637 729 821 917]
1666,1667,[ 38 130 219 311 405 498 588 679 774 869]
1667,1668,[ 84 163 241 317 394 475 558 639 716 799 880]
1668,1669,[111 193 272 347 421 503 570 652 740 828 916]
1669,1670,[ 53  95 152 201 250 285 352 392 451 500 547 586 654 695 728 808 851 908]
1670,1671,[ 64 127 189 251 314 376 437 503 568 630 694 761 825 887]
1671,1672,[ 40 106 176 248 318 385 455 526 596 662 730 805 911]
1672,1673,[ 75 146 217 287 358 427 497 568 639 711 783 853 922]
1673,1674,[ 94 179 264 349 435 520 605 690 777 861 946]
1674,1675,[ 88 176 269 356 445 533 624 714 803 893]
1675,1676,[ 51 142 231 320 411 501 589 680 770 860 948]
1676,1677,[ 97 209 322 433 546 658 770 880]
1677,1678,[ 37 146 259 368 479 593 703 808 913]
1678,1679,[ 96 180 266 350 435 519 603 686 771 855 941]
1679,1680,[ 57 126 195 265 335 404 473 543 612 681 750 820 890]
1680,1681,[ 39 112 185 258 332 405 479 545 623 698 772 847 921]
1681,1682,[ 81 183 282 385 483 578 683 778 880]
1682,1683,[ 64 169 276 380 487 594 699 803 906]
1683,1684,[ 74 160 211 333 386 505 591 676 760 845 931]
1684,1685,[ 61 138 214 288 364 439 512 588 663 738 811 887]
1685,1686,[ 83 173 264 352 438 529 618 707 797 886]
1686,1687,[ 62 127 192 257 323 387 452 517 581 645 710 774 838 902]
1687,1688,[101 196 282 358 459 554 638 730 832 909]
1688,1689,[ 73 131 189 247 305 363 422 480 538 596 655 714 772 831 890 949]
1689,1690,[ 95 213 323 429 541 654 768 884]
1690,1691,[ 64 160 255 346 439 533 601 720 814 908]
1691,1692,[104 200 296 392 486 579 674 769 865]
1692,1693,[ 70 154 238 322 406 489 573 657 741 824 908]
1693,1694,[ 36  95 152 210 269 331 411 481 543 612 673 737 795 854 915]
1694,1695,[ 47 137 222 311 401 486 574 657 735 814 893]
1695,1696,[ 37 103 169 235 305 371 439 506 572 638 705 772 835 906]
1696,1697,[ 91 178 264 351 436 522 609 693 780 867]
1697,1698,[ 78 166 253 341 429 517 601 691 778 862]
1698,1699,[108 197 283 370 458 543 628 718 807 898]
1699,1700,[ 92 193 293 392 493 596 699 804 908]
1700,1701,[ 56 134 209 283 356 429 505 582 656 732 810 892]
1701,1702,[ 89 205 318 421 529 636 737 842 947]
1702,1703,[ 93 165 236 305 376 446 516 586 657 730 803 875 948]
1703,1704,[ 32  90 151 211 270 328 391 451 512 572 634 691 751 814 873 930]
1704,1705,[ 80 170 263 360 459 549 636 720 801 884]
1705,1706,[ 79 158 237 317 396 473 551 632 714 796 880]
1706,1707,[ 53 151 243 339 435 532 627 722 814 910]
1707,1708,[ 93 177 263 345 428 508 587 670 749 826 907]
1708,1709,[ 75 175 277 379 477 578 678 775 869]
1709,1710,[ 89 176 264 352 440 529 618 718 807 886]
1710,1711,[ 75 178 306 431 534 645 742 843 948]
1711,1712,[ 56 126 195 265 336 408 481 555 631 706 782 857 930]
1712,1713,[ 36 120 198 277 359 436 514 593 672 751 834 913]
1713,1714,[ 53 125 195 265 336 409 481 552 623 696 769 841 910]
1714,1715,[ 31 101 172 243 315 386 459 531 603 676 748 821 893]
1715,1716,[ 45 114 183 250 319 387 455 523 592 662 731 800 869 941]
1716,1717,[110 218 322 472 611 728 834 939]
1717,1718,[ 93 190 289 386 480 577 673 768 864]
1718,1719,[ 75 137 202 268 331 398 464 530 594 656 724 788 852 918]
1719,1720,[ 70 174 278 380 486 592 696 801 908]
1720,1721,[ 78 140 205 266 331 392 454 515 577 640 703 766 831 893]
1721,1722,[ 96 221 329 436 547 758 864]
1722,1723,[ 70 148 227 303 383 461 535 610 682 758 833 908]
1723,1724,[ 88 167 249 332 413 491 574 655 734 812 892]
1724,1725,[ 87 148 208 252 320 391 454 516 577 638 698 759 801 866 935]
1725,1726,[ 47 147 240 330 424 514 605 688 770 855 946]
1726,1727,[ 36 105 173 243 310 378 447 519 591 662 736 811 882]
1727,1728,[110 215 321 432 542 659 767 871]
1728,1729,[ 83 144 204 261 316 371 427 485 544 603 664 729 794 857 918]
1729,1730,[101 189 276 364 450 535 620 705 789 874]
1730,1731,[ 68 131 190 256 314 375 436 497 559 620 686 745 808 871 935]
1731,1732,[112 198 283 365 449 533 618 702 785 870]
1732,1733,[ 97 163 229 295 363 430 504 568 636 703 776 838 904]
1733,1734,[ 38 132 246 357 469 578 686 794 902]
1734,1735,[ 57 153 251 318 455 553 642 732 820 910]
1735,1736,[ 57 163 230 347 452 518 639 746 812 934]
1736,1737,[ 51 143 232 325 414 504 600 690 778 868]
1737,1738,[ 70 128 186 245 303 361 419 479 537 596 655 715 774 833 892]
1738,1739,[ 50 157 268 375 475 578 685 790 892]
1739,1740,[ 41 129 223 314 394 484 573 655 735 822 912]
1740,1741,[112 197 285 377 471 558 645 734 825 913]
1741,1742,[ 44 146 247 347 447 548 646 745 848]
1742,1743,[ 86 164 244 331 425 523 614 698 783 874]
1743,1744,[ 67 141 214 287 359 430 503 579 656 733 812 894]
1744,1745,[ 31 129 227 319 404 494 589 688 785 872]
1745,1746,[ 55 159 260 351 446 550 694 816 939]
1746,1747,[102 173 259 329 418 490 577 648 737 807 893]
1747,1748,[ 98 173 249 319 388 451 521 596 672 742 812 907]
